,id,price,category,size,availability,date,country_code
63575,HP9426,60.0,sneakers,36,0,07/01/2025,DE
63576,HP9426,60.0,sneakers,36 2/3,0,07/01/2025,DE
63577,HP9426,60.0,sneakers,37 1/3,0,07/01/2025,DE
63578,HP9426,60.0,sneakers,38,0,07/01/2025,DE
63579,HP9426,60.0,sneakers,38 2/3,1,07/01/2025,DE
63580,HP9426,60.0,sneakers,39 1/3,15,07/01/2025,DE
63581,HP9426,60.0,sneakers,40,15,07/01/2025,DE
63582,HP9426,60.0,sneakers,40 2/3,15,07/01/2025,DE
63583,HP9426,60.0,sneakers,41 1/3,15,07/01/2025,DE
63584,HP9426,60.0,sneakers,42,15,07/01/2025,DE
63585,HP9426,60.0,sneakers,42 2/3,15,07/01/2025,DE
63586,HP9426,60.0,sneakers,43 1/3,15,07/01/2025,DE
63587,HP9426,60.0,sneakers,44,15,07/01/2025,DE
63588,HP9426,60.0,sneakers,44 2/3,15,07/01/2025,DE
63589,HP9426,60.0,sneakers,45 1/3,15,07/01/2025,DE
63590,HP9426,60.0,sneakers,46,15,07/01/2025,DE
63591,HP9426,60.0,sneakers,46 2/3,15,07/01/2025,DE
63592,HP9426,60.0,sneakers,47 1/3,15,07/01/2025,DE
63593,HP9426,60.0,sneakers,48,15,07/01/2025,DE
63594,HP9426,60.0,sneakers,49 1/3,0,07/01/2025,DE
63631,HQ4199,180.0,sneakers,39 1/3,11,07/01/2025,DE
63632,HQ4199,180.0,sneakers,40,15,07/01/2025,DE
63633,HQ4199,180.0,sneakers,40 2/3,15,07/01/2025,DE
63634,HQ4199,180.0,sneakers,41 1/3,15,07/01/2025,DE
63635,HQ4199,180.0,sneakers,42,15,07/01/2025,DE
63636,HQ4199,180.0,sneakers,42 2/3,15,07/01/2025,DE
63637,HQ4199,180.0,sneakers,43 1/3,15,07/01/2025,DE
63638,HQ4199,180.0,sneakers,44,15,07/01/2025,DE
63639,HQ4199,180.0,sneakers,44 2/3,15,07/01/2025,DE
63640,HQ4199,180.0,sneakers,45 1/3,2,07/01/2025,DE
63641,HQ4199,180.0,sneakers,46,15,07/01/2025,DE
63642,HQ4199,180.0,sneakers,46 2/3,12,07/01/2025,DE
63643,HQ4199,180.0,sneakers,47 1/3,15,07/01/2025,DE
63644,HQ4199,180.0,sneakers,48,15,07/01/2025,DE
63645,HQ4199,180.0,sneakers,49 1/3,0,07/01/2025,DE
63646,HQ4199,180.0,sneakers,50 2/3,0,07/01/2025,DE
64031,JQ2552,160.0,sneakers,36,3,07/01/2025,DE
64032,JQ2552,160.0,sneakers,36 2/3,6,07/01/2025,DE
64033,JQ2552,160.0,sneakers,37 1/3,6,07/01/2025,DE
64034,JQ2552,160.0,sneakers,38,6,07/01/2025,DE
64035,JQ2552,160.0,sneakers,38 2/3,4,07/01/2025,DE
64036,JQ2552,160.0,sneakers,39 1/3,15,07/01/2025,DE
64037,JQ2552,160.0,sneakers,40,15,07/01/2025,DE
64038,JQ2552,160.0,sneakers,40 2/3,15,07/01/2025,DE
64039,JQ2552,160.0,sneakers,41 1/3,15,07/01/2025,DE
64040,JQ2552,160.0,sneakers,42,15,07/01/2025,DE
64041,JQ2552,160.0,sneakers,42 2/3,15,07/01/2025,DE
64042,JQ2552,160.0,sneakers,43 1/3,15,07/01/2025,DE
64043,JQ2552,160.0,sneakers,44,15,07/01/2025,DE
64044,JQ2552,160.0,sneakers,44 2/3,15,07/01/2025,DE
64045,JQ2552,160.0,sneakers,45 1/3,15,07/01/2025,DE
64046,JQ2552,160.0,sneakers,46,15,07/01/2025,DE
64047,JQ2552,160.0,sneakers,46 2/3,15,07/01/2025,DE
64048,JQ2552,160.0,sneakers,47 1/3,15,07/01/2025,DE
64049,JQ2552,160.0,sneakers,48,15,07/01/2025,DE
64050,JQ2552,160.0,sneakers,48 2/3,0,07/01/2025,DE
64051,JQ2552,160.0,sneakers,49 1/3,7,07/01/2025,DE
64052,JQ2552,160.0,sneakers,50 2/3,0,07/01/2025,DE
64125,JI1896,80.0,sneakers,35 1/2,2,07/01/2025,DE
64126,JI1896,80.0,sneakers,36,6,07/01/2025,DE
64127,JI1896,80.0,sneakers,36 2/3,0,07/01/2025,DE
64128,JI1896,80.0,sneakers,37 1/3,0,07/01/2025,DE
64129,JI1896,80.0,sneakers,38,0,07/01/2025,DE
64130,JI1896,80.0,sneakers,38 2/3,0,07/01/2025,DE
64131,JI1896,80.0,sneakers,39 1/3,2,07/01/2025,DE
64132,JI1896,80.0,sneakers,40,15,07/01/2025,DE
64133,JI1896,80.0,sneakers,40 2/3,1,07/01/2025,DE
64134,JI1896,80.0,sneakers,41 1/3,4,07/01/2025,DE
64135,JI1896,80.0,sneakers,42,0,07/01/2025,DE
64136,JI1896,80.0,sneakers,42 2/3,0,07/01/2025,DE
64137,JI1896,80.0,sneakers,43 1/3,0,07/01/2025,DE
64138,JI1896,80.0,sneakers,44,7,07/01/2025,DE
64139,JI1896,80.0,sneakers,44 2/3,1,07/01/2025,DE
64140,JI1896,80.0,sneakers,45 1/3,4,07/01/2025,DE
64141,JI1896,80.0,sneakers,46,0,07/01/2025,DE
64142,JI1896,80.0,sneakers,46 2/3,3,07/01/2025,DE
64143,JI1896,80.0,sneakers,47 1/3,0,07/01/2025,DE
64144,JI1896,80.0,sneakers,48,1,07/01/2025,DE
64145,JI1896,80.0,sneakers,48 2/3,0,07/01/2025,DE
64146,JI1896,80.0,sneakers,49 1/3,0,07/01/2025,DE
64245,IE8976,180.0,sneakers,39 1/3,5,07/01/2025,DE
64246,IE8976,180.0,sneakers,40,6,07/01/2025,DE
64247,IE8976,180.0,sneakers,40 2/3,15,07/01/2025,DE
64248,IE8976,180.0,sneakers,41 1/3,15,07/01/2025,DE
64249,IE8976,180.0,sneakers,42,15,07/01/2025,DE
64250,IE8976,180.0,sneakers,42 2/3,15,07/01/2025,DE
64251,IE8976,180.0,sneakers,43 1/3,15,07/01/2025,DE
64252,IE8976,180.0,sneakers,44,15,07/01/2025,DE
64253,IE8976,180.0,sneakers,44 2/3,15,07/01/2025,DE
64254,IE8976,180.0,sneakers,45 1/3,15,07/01/2025,DE
64255,IE8976,180.0,sneakers,46,15,07/01/2025,DE
64256,IE8976,180.0,sneakers,46 2/3,15,07/01/2025,DE
64257,IE8976,180.0,sneakers,47 1/3,11,07/01/2025,DE
64258,IE8976,180.0,sneakers,48,13,07/01/2025,DE
64259,IE8976,180.0,sneakers,49 1/3,0,07/01/2025,DE
64260,IE8976,180.0,sneakers,50 2/3,0,07/01/2025,DE
64289,HQ4202,180.0,sneakers,39 1/3,15,07/01/2025,DE
64290,HQ4202,180.0,sneakers,40,15,07/01/2025,DE
64291,HQ4202,180.0,sneakers,40 2/3,15,07/01/2025,DE
64292,HQ4202,180.0,sneakers,41 1/3,15,07/01/2025,DE
64293,HQ4202,180.0,sneakers,42,15,07/01/2025,DE
64294,HQ4202,180.0,sneakers,42 2/3,15,07/01/2025,DE
64295,HQ4202,180.0,sneakers,43 1/3,15,07/01/2025,DE
64296,HQ4202,180.0,sneakers,44,15,07/01/2025,DE
64297,HQ4202,180.0,sneakers,44 2/3,15,07/01/2025,DE
64298,HQ4202,180.0,sneakers,45 1/3,15,07/01/2025,DE
64299,HQ4202,180.0,sneakers,46,15,07/01/2025,DE
64300,HQ4202,180.0,sneakers,46 2/3,15,07/01/2025,DE
64301,HQ4202,180.0,sneakers,47 1/3,15,07/01/2025,DE
64302,HQ4202,180.0,sneakers,48,15,07/01/2025,DE
64303,HQ4202,180.0,sneakers,49 1/3,0,07/01/2025,DE
64304,HQ4202,180.0,sneakers,50 2/3,0,07/01/2025,DE
64393,IH5467,60.0,sneakers,36,15,07/01/2025,DE
64394,IH5467,60.0,sneakers,36 2/3,15,07/01/2025,DE
64395,IH5467,60.0,sneakers,37 1/3,15,07/01/2025,DE
64396,IH5467,60.0,sneakers,38,15,07/01/2025,DE
64397,IH5467,60.0,sneakers,38 2/3,15,07/01/2025,DE
64398,IH5467,60.0,sneakers,39 1/3,15,07/01/2025,DE
64399,IH5467,60.0,sneakers,40,15,07/01/2025,DE
64400,IH5467,60.0,sneakers,40 2/3,5,07/01/2025,DE
64401,IH5467,60.0,sneakers,41 1/3,12,07/01/2025,DE
64402,IH5467,60.0,sneakers,42,0,07/01/2025,DE
64403,IH5467,60.0,sneakers,42 2/3,0,07/01/2025,DE
64404,IH5467,60.0,sneakers,44,0,07/01/2025,DE
64681,JI1899,80.0,sneakers,35 1/2,1,07/01/2025,DE
64682,JI1899,80.0,sneakers,36,12,07/01/2025,DE
64683,JI1899,80.0,sneakers,36 2/3,7,07/01/2025,DE
64684,JI1899,80.0,sneakers,37 1/3,15,07/01/2025,DE
64685,JI1899,80.0,sneakers,38,15,07/01/2025,DE
64686,JI1899,80.0,sneakers,38 2/3,15,07/01/2025,DE
64687,JI1899,80.0,sneakers,39 1/3,15,07/01/2025,DE
64688,JI1899,80.0,sneakers,40,15,07/01/2025,DE
64689,JI1899,80.0,sneakers,40 2/3,15,07/01/2025,DE
64690,JI1899,80.0,sneakers,41 1/3,15,07/01/2025,DE
64691,JI1899,80.0,sneakers,42,15,07/01/2025,DE
64692,JI1899,80.0,sneakers,42 2/3,15,07/01/2025,DE
64693,JI1899,80.0,sneakers,43 1/3,15,07/01/2025,DE
64694,JI1899,80.0,sneakers,44,15,07/01/2025,DE
64695,JI1899,80.0,sneakers,44 2/3,15,07/01/2025,DE
64696,JI1899,80.0,sneakers,45 1/3,15,07/01/2025,DE
64697,JI1899,80.0,sneakers,46,15,07/01/2025,DE
64698,JI1899,80.0,sneakers,46 2/3,15,07/01/2025,DE
64699,JI1899,80.0,sneakers,47 1/3,15,07/01/2025,DE
64700,JI1899,80.0,sneakers,48,15,07/01/2025,DE
64701,JI1899,80.0,sneakers,48 2/3,15,07/01/2025,DE
64702,JI1899,80.0,sneakers,49 1/3,4,07/01/2025,DE
64924,IF9419,140.0,sneakers,40,0,07/01/2025,DE
64925,IF9419,140.0,sneakers,40 2/3,3,07/01/2025,DE
64926,IF9419,140.0,sneakers,41 1/3,12,07/01/2025,DE
64927,IF9419,140.0,sneakers,42,3,07/01/2025,DE
64928,IF9419,140.0,sneakers,42 2/3,5,07/01/2025,DE
64929,IF9419,140.0,sneakers,43 1/3,8,07/01/2025,DE
64930,IF9419,140.0,sneakers,44,5,07/01/2025,DE
64931,IF9419,140.0,sneakers,44 2/3,1,07/01/2025,DE
64932,IF9419,140.0,sneakers,45 1/3,0,07/01/2025,DE
64933,IF9419,140.0,sneakers,46,0,07/01/2025,DE
64934,IF9419,140.0,sneakers,46 2/3,0,07/01/2025,DE
64935,IF9419,140.0,sneakers,47 1/3,0,07/01/2025,DE
64936,IF9419,140.0,sneakers,48,0,07/01/2025,DE
64937,IF9419,140.0,sneakers,49 1/3,0,07/01/2025,DE
64938,IF9419,140.0,sneakers,50,0,07/01/2025,DE
65072,JI4476,160.0,sneakers,36,0,07/01/2025,DE
65073,JI4476,160.0,sneakers,36 2/3,0,07/01/2025,DE
65074,JI4476,160.0,sneakers,37 1/3,0,07/01/2025,DE
65075,JI4476,160.0,sneakers,38,0,07/01/2025,DE
65076,JI4476,160.0,sneakers,38 2/3,1,07/01/2025,DE
65077,JI4476,160.0,sneakers,39 1/3,8,07/01/2025,DE
65078,JI4476,160.0,sneakers,40,15,07/01/2025,DE
65079,JI4476,160.0,sneakers,40 2/3,15,07/01/2025,DE
65080,JI4476,160.0,sneakers,41 1/3,15,07/01/2025,DE
65081,JI4476,160.0,sneakers,42,15,07/01/2025,DE
65082,JI4476,160.0,sneakers,42 2/3,2,07/01/2025,DE
65083,JI4476,160.0,sneakers,43 1/3,15,07/01/2025,DE
65084,JI4476,160.0,sneakers,44,12,07/01/2025,DE
65085,JI4476,160.0,sneakers,44 2/3,1,07/01/2025,DE
65086,JI4476,160.0,sneakers,45 1/3,1,07/01/2025,DE
65087,JI4476,160.0,sneakers,46,5,07/01/2025,DE
65088,JI4476,160.0,sneakers,46 2/3,6,07/01/2025,DE
65089,JI4476,160.0,sneakers,47 1/3,11,07/01/2025,DE
65090,JI4476,160.0,sneakers,48,1,07/01/2025,DE
65091,JI4476,160.0,sneakers,48 2/3,0,07/01/2025,DE
65092,JI4476,160.0,sneakers,49 1/3,0,07/01/2025,DE
65093,JI4476,160.0,sneakers,50 2/3,0,07/01/2025,DE
65192,IH5751,140.0,sneakers,40,15,07/01/2025,DE
65193,IH5751,140.0,sneakers,40 2/3,15,07/01/2025,DE
65194,IH5751,140.0,sneakers,41 1/3,15,07/01/2025,DE
65195,IH5751,140.0,sneakers,42,15,07/01/2025,DE
65196,IH5751,140.0,sneakers,42 2/3,15,07/01/2025,DE
65197,IH5751,140.0,sneakers,43 1/3,15,07/01/2025,DE
65198,IH5751,140.0,sneakers,44,15,07/01/2025,DE
65199,IH5751,140.0,sneakers,44 2/3,15,07/01/2025,DE
65200,IH5751,140.0,sneakers,45 1/3,15,07/01/2025,DE
65201,IH5751,140.0,sneakers,46,15,07/01/2025,DE
65202,IH5751,140.0,sneakers,46 2/3,1,07/01/2025,DE
65203,IH5751,140.0,sneakers,47 1/3,15,07/01/2025,DE
65204,IH5751,140.0,sneakers,48,0,07/01/2025,DE
65205,IH5751,140.0,sneakers,49 1/3,0,07/01/2025,DE
65206,IH5751,140.0,sneakers,50,0,07/01/2025,DE
65285,HQ4201,180.0,sneakers,39 1/3,0,07/01/2025,DE
65286,HQ4201,180.0,sneakers,40,11,07/01/2025,DE
65287,HQ4201,180.0,sneakers,40 2/3,15,07/01/2025,DE
65288,HQ4201,180.0,sneakers,41 1/3,15,07/01/2025,DE
65289,HQ4201,180.0,sneakers,42,15,07/01/2025,DE
65290,HQ4201,180.0,sneakers,42 2/3,15,07/01/2025,DE
65291,HQ4201,180.0,sneakers,43 1/3,15,07/01/2025,DE
65292,HQ4201,180.0,sneakers,44,15,07/01/2025,DE
65293,HQ4201,180.0,sneakers,44 2/3,15,07/01/2025,DE
65294,HQ4201,180.0,sneakers,45 1/3,15,07/01/2025,DE
65295,HQ4201,180.0,sneakers,46,15,07/01/2025,DE
65296,HQ4201,180.0,sneakers,46 2/3,15,07/01/2025,DE
65297,HQ4201,180.0,sneakers,47 1/3,15,07/01/2025,DE
65298,HQ4201,180.0,sneakers,48,15,07/01/2025,DE
65299,HQ4201,180.0,sneakers,49 1/3,0,07/01/2025,DE
65300,HQ4201,180.0,sneakers,50 2/3,0,07/01/2025,DE
65503,HP6010,55.0,sneakers,36,0,07/01/2025,DE
65504,HP6010,55.0,sneakers,36 2/3,0,07/01/2025,DE
65505,HP6010,55.0,sneakers,37 1/3,0,07/01/2025,DE
65506,HP6010,55.0,sneakers,38,2,07/01/2025,DE
65507,HP6010,55.0,sneakers,38 2/3,0,07/01/2025,DE
65508,HP6010,55.0,sneakers,39 1/3,9,07/01/2025,DE
65509,HP6010,55.0,sneakers,40,15,07/01/2025,DE
65510,HP6010,55.0,sneakers,40 2/3,15,07/01/2025,DE
65511,HP6010,55.0,sneakers,41 1/3,15,07/01/2025,DE
65512,HP6010,55.0,sneakers,42,15,07/01/2025,DE
65513,HP6010,55.0,sneakers,42 2/3,15,07/01/2025,DE
65514,HP6010,55.0,sneakers,43 1/3,15,07/01/2025,DE
65515,HP6010,55.0,sneakers,44,15,07/01/2025,DE
65516,HP6010,55.0,sneakers,44 2/3,15,07/01/2025,DE
65517,HP6010,55.0,sneakers,45 1/3,15,07/01/2025,DE
65518,HP6010,55.0,sneakers,46,15,07/01/2025,DE
65519,HP6010,55.0,sneakers,46 2/3,15,07/01/2025,DE
65520,HP6010,55.0,sneakers,47 1/3,15,07/01/2025,DE
65521,HP6010,55.0,sneakers,48,15,07/01/2025,DE
65522,HP6010,55.0,sneakers,49 1/3,5,07/01/2025,DE
65523,IF9418,140.0,sneakers,36,8,07/01/2025,DE
65524,IF9418,140.0,sneakers,36 2/3,13,07/01/2025,DE
65525,IF9418,140.0,sneakers,37 1/3,15,07/01/2025,DE
65526,IF9418,140.0,sneakers,38,15,07/01/2025,DE
65527,IF9418,140.0,sneakers,38 2/3,15,07/01/2025,DE
65528,IF9418,140.0,sneakers,39 1/3,15,07/01/2025,DE
65529,IF9418,140.0,sneakers,40,15,07/01/2025,DE
65530,IF9418,140.0,sneakers,40 2/3,15,07/01/2025,DE
65531,IF9418,140.0,sneakers,41 1/3,15,07/01/2025,DE
65532,IF9418,140.0,sneakers,42,6,07/01/2025,DE
65533,IF9418,140.0,sneakers,42 2/3,0,07/01/2025,DE
65534,IF9418,140.0,sneakers,43 1/3,0,07/01/2025,DE
65535,IF9418,140.0,sneakers,44,0,07/01/2025,DE
65536,IF9418,140.0,sneakers,44 2/3,0,07/01/2025,DE
65537,IF9418,140.0,sneakers,45 1/3,0,07/01/2025,DE
65538,HP9425,60.0,sneakers,36,0,07/01/2025,DE
65539,HP9425,60.0,sneakers,36 2/3,0,07/01/2025,DE
65540,HP9425,60.0,sneakers,37 1/3,0,07/01/2025,DE
65541,HP9425,60.0,sneakers,38,0,07/01/2025,DE
65542,HP9425,60.0,sneakers,38 2/3,0,07/01/2025,DE
65543,HP9425,60.0,sneakers,39 1/3,15,07/01/2025,DE
65544,HP9425,60.0,sneakers,40,15,07/01/2025,DE
65545,HP9425,60.0,sneakers,40 2/3,15,07/01/2025,DE
65546,HP9425,60.0,sneakers,41 1/3,15,07/01/2025,DE
65547,HP9425,60.0,sneakers,42,15,07/01/2025,DE
65548,HP9425,60.0,sneakers,42 2/3,15,07/01/2025,DE
65549,HP9425,60.0,sneakers,43 1/3,15,07/01/2025,DE
65550,HP9425,60.0,sneakers,44,15,07/01/2025,DE
65551,HP9425,60.0,sneakers,44 2/3,15,07/01/2025,DE
65552,HP9425,60.0,sneakers,45 1/3,15,07/01/2025,DE
65553,HP9425,60.0,sneakers,46,15,07/01/2025,DE
65554,HP9425,60.0,sneakers,46 2/3,15,07/01/2025,DE
65555,HP9425,60.0,sneakers,47 1/3,15,07/01/2025,DE
65556,HP9425,60.0,sneakers,48,15,07/01/2025,DE
65557,HP9425,60.0,sneakers,49 1/3,0,07/01/2025,DE
65737,IE8593,45.0,sneakers,35 1/2,0,07/01/2025,DE
65738,IE8593,45.0,sneakers,36,15,07/01/2025,DE
65739,IE8593,45.0,sneakers,36 2/3,15,07/01/2025,DE
65740,IE8593,45.0,sneakers,37 1/3,15,07/01/2025,DE
65741,IE8593,45.0,sneakers,38,15,07/01/2025,DE
65742,IE8593,45.0,sneakers,38 2/3,15,07/01/2025,DE
65743,IE8593,45.0,sneakers,39 1/3,15,07/01/2025,DE
65744,IE8593,45.0,sneakers,40,15,07/01/2025,DE
65895,IG7323,80.0,sneakers,39 1/3,0,07/01/2025,DE
65896,IG7323,80.0,sneakers,40,0,07/01/2025,DE
65897,IG7323,80.0,sneakers,40 2/3,0,07/01/2025,DE
65898,IG7323,80.0,sneakers,41 1/3,10,07/01/2025,DE
65899,IG7323,80.0,sneakers,42,5,07/01/2025,DE
65900,IG7323,80.0,sneakers,42 2/3,5,07/01/2025,DE
65901,IG7323,80.0,sneakers,43 1/3,15,07/01/2025,DE
65902,IG7323,80.0,sneakers,44,15,07/01/2025,DE
65903,IG7323,80.0,sneakers,44 2/3,14,07/01/2025,DE
65904,IG7323,80.0,sneakers,45 1/3,15,07/01/2025,DE
65905,IG7323,80.0,sneakers,46,0,07/01/2025,DE
65906,IG7323,80.0,sneakers,46 2/3,1,07/01/2025,DE
65907,IG7323,80.0,sneakers,47 1/3,1,07/01/2025,DE
65908,IG7323,80.0,sneakers,48,0,07/01/2025,DE
65909,IG7323,80.0,sneakers,49 1/3,0,07/01/2025,DE
65910,GW9195,80.0,sneakers,35 1/2,1,07/01/2025,DE
65911,GW9195,80.0,sneakers,36,0,07/01/2025,DE
65912,GW9195,80.0,sneakers,36 2/3,5,07/01/2025,DE
65913,GW9195,80.0,sneakers,37 1/3,6,07/01/2025,DE
65914,GW9195,80.0,sneakers,38,14,07/01/2025,DE
65915,GW9195,80.0,sneakers,38 2/3,0,07/01/2025,DE
65916,GW9195,80.0,sneakers,39 1/3,15,07/01/2025,DE
65917,GW9195,80.0,sneakers,40,15,07/01/2025,DE
65918,GW9195,80.0,sneakers,40 2/3,15,07/01/2025,DE
65919,GW9195,80.0,sneakers,41 1/3,15,07/01/2025,DE
65920,GW9195,80.0,sneakers,42,15,07/01/2025,DE
65921,GW9195,80.0,sneakers,42 2/3,15,07/01/2025,DE
65922,GW9195,80.0,sneakers,43 1/3,15,07/01/2025,DE
65923,GW9195,80.0,sneakers,44,15,07/01/2025,DE
65924,GW9195,80.0,sneakers,44 2/3,15,07/01/2025,DE
65925,GW9195,80.0,sneakers,45 1/3,15,07/01/2025,DE
65926,GW9195,80.0,sneakers,46,15,07/01/2025,DE
65927,GW9195,80.0,sneakers,46 2/3,15,07/01/2025,DE
65928,GW9195,80.0,sneakers,47 1/3,15,07/01/2025,DE
65929,GW9195,80.0,sneakers,48,15,07/01/2025,DE
65930,GW9195,80.0,sneakers,49 1/3,0,07/01/2025,DE
66328,IG7322,80.0,sneakers,39 1/3,3,07/01/2025,DE
66329,IG7322,80.0,sneakers,40,15,07/01/2025,DE
66330,IG7322,80.0,sneakers,40 2/3,9,07/01/2025,DE
66331,IG7322,80.0,sneakers,41 1/3,15,07/01/2025,DE
66332,IG7322,80.0,sneakers,42,4,07/01/2025,DE
66333,IG7322,80.0,sneakers,42 2/3,10,07/01/2025,DE
66334,IG7322,80.0,sneakers,43 1/3,8,07/01/2025,DE
66335,IG7322,80.0,sneakers,44,5,07/01/2025,DE
66336,IG7322,80.0,sneakers,44 2/3,0,07/01/2025,DE
66337,IG7322,80.0,sneakers,45 1/3,3,07/01/2025,DE
66338,IG7322,80.0,sneakers,46,0,07/01/2025,DE
66339,IG7322,80.0,sneakers,46 2/3,7,07/01/2025,DE
66340,IG7322,80.0,sneakers,47 1/3,1,07/01/2025,DE
66341,IG7322,80.0,sneakers,48,14,07/01/2025,DE
66342,IG7322,80.0,sneakers,49 1/3,0,07/01/2025,DE
66681,IE8574,40.0,sneakers,28,15,07/01/2025,DE
66682,IE8574,40.0,sneakers,28 1/2,15,07/01/2025,DE
66683,IE8574,40.0,sneakers,29,15,07/01/2025,DE
66684,IE8574,40.0,sneakers,30,15,07/01/2025,DE
66685,IE8574,40.0,sneakers,30 1/2,15,07/01/2025,DE
66686,IE8574,40.0,sneakers,31,15,07/01/2025,DE
66687,IE8574,40.0,sneakers,31 1/2,15,07/01/2025,DE
66688,IE8574,40.0,sneakers,32,15,07/01/2025,DE
66689,IE8574,40.0,sneakers,33,15,07/01/2025,DE
66690,IE8574,40.0,sneakers,33 1/2,15,07/01/2025,DE
66691,IE8574,40.0,sneakers,34,15,07/01/2025,DE
66692,IE8574,40.0,sneakers,35,15,07/01/2025,DE
66755,JQ2554,160.0,sneakers,36,1,07/01/2025,DE
66756,JQ2554,160.0,sneakers,36 2/3,3,07/01/2025,DE
66757,JQ2554,160.0,sneakers,37 1/3,14,07/01/2025,DE
66758,JQ2554,160.0,sneakers,38,15,07/01/2025,DE
66759,JQ2554,160.0,sneakers,38 2/3,15,07/01/2025,DE
66760,JQ2554,160.0,sneakers,39 1/3,15,07/01/2025,DE
66761,JQ2554,160.0,sneakers,40,15,07/01/2025,DE
66762,JQ2554,160.0,sneakers,40 2/3,15,07/01/2025,DE
66763,JQ2554,160.0,sneakers,41 1/3,12,07/01/2025,DE
66764,JQ2554,160.0,sneakers,42,9,07/01/2025,DE
66765,JQ2554,160.0,sneakers,42 2/3,4,07/01/2025,DE
66766,JQ2554,160.0,sneakers,43 1/3,4,07/01/2025,DE
66767,JQ2554,160.0,sneakers,44,3,07/01/2025,DE
66768,JQ2554,160.0,sneakers,44 2/3,1,07/01/2025,DE
66769,JQ2554,160.0,sneakers,45 1/3,0,07/01/2025,DE
66790,IH5418,55.0,sneakers,36,15,07/01/2025,DE
66791,IH5418,55.0,sneakers,36 2/3,15,07/01/2025,DE
66792,IH5418,55.0,sneakers,37 1/3,15,07/01/2025,DE
66793,IH5418,55.0,sneakers,38,15,07/01/2025,DE
66794,IH5418,55.0,sneakers,38 2/3,15,07/01/2025,DE
66795,IH5418,55.0,sneakers,39 1/3,15,07/01/2025,DE
66796,IH5418,55.0,sneakers,40,15,07/01/2025,DE
66797,IH5418,55.0,sneakers,40 2/3,15,07/01/2025,DE
66798,IH5418,55.0,sneakers,41 1/3,15,07/01/2025,DE
66799,IH5418,55.0,sneakers,42,15,07/01/2025,DE
66800,IH5418,55.0,sneakers,42 2/3,0,07/01/2025,DE
66801,IH5418,55.0,sneakers,43 1/3,0,07/01/2025,DE
66802,IH5418,55.0,sneakers,44,1,07/01/2025,DE
66845,IE8589,45.0,sneakers,35 1/2,15,07/01/2025,DE
66846,IE8589,45.0,sneakers,36,15,07/01/2025,DE
66847,IE8589,45.0,sneakers,36 2/3,15,07/01/2025,DE
66848,IE8589,45.0,sneakers,37 1/3,15,07/01/2025,DE
66849,IE8589,45.0,sneakers,38,15,07/01/2025,DE
66850,IE8589,45.0,sneakers,38 2/3,15,07/01/2025,DE
66851,IE8589,45.0,sneakers,39 1/3,15,07/01/2025,DE
66852,IE8589,45.0,sneakers,40,15,07/01/2025,DE
67016,IF9191,130.0,sneakers,36,1,07/01/2025,DE
67017,IF9191,130.0,sneakers,36 2/3,3,07/01/2025,DE
67018,IF9191,130.0,sneakers,37 1/3,4,07/01/2025,DE
67019,IF9191,130.0,sneakers,38,6,07/01/2025,DE
67020,IF9191,130.0,sneakers,38 2/3,3,07/01/2025,DE
67021,IF9191,130.0,sneakers,39 1/3,15,07/01/2025,DE
67022,IF9191,130.0,sneakers,40,15,07/01/2025,DE
67023,IF9191,130.0,sneakers,40 2/3,15,07/01/2025,DE
67024,IF9191,130.0,sneakers,41 1/3,15,07/01/2025,DE
67025,IF9191,130.0,sneakers,42,15,07/01/2025,DE
67026,IF9191,130.0,sneakers,42 2/3,15,07/01/2025,DE
67027,IF9191,130.0,sneakers,43 1/3,15,07/01/2025,DE
67028,IF9191,130.0,sneakers,44,15,07/01/2025,DE
67029,IF9191,130.0,sneakers,44 2/3,15,07/01/2025,DE
67030,IF9191,130.0,sneakers,45 1/3,15,07/01/2025,DE
67031,IF9191,130.0,sneakers,46,15,07/01/2025,DE
67032,IF9191,130.0,sneakers,46 2/3,15,07/01/2025,DE
67033,IF9191,130.0,sneakers,47 1/3,15,07/01/2025,DE
67034,IF9191,130.0,sneakers,48,15,07/01/2025,DE
67035,IF9191,130.0,sneakers,49 1/3,9,07/01/2025,DE
67036,IF9191,130.0,sneakers,50 2/3,0,07/01/2025,DE
67037,HP6009,55.0,sneakers,36,0,07/01/2025,DE
67038,HP6009,55.0,sneakers,36 2/3,2,07/01/2025,DE
67039,HP6009,55.0,sneakers,37 1/3,1,07/01/2025,DE
67040,HP6009,55.0,sneakers,38,6,07/01/2025,DE
67041,HP6009,55.0,sneakers,38 2/3,4,07/01/2025,DE
67042,HP6009,55.0,sneakers,39 1/3,15,07/01/2025,DE
67043,HP6009,55.0,sneakers,40,15,07/01/2025,DE
67044,HP6009,55.0,sneakers,40 2/3,15,07/01/2025,DE
67045,HP6009,55.0,sneakers,41 1/3,15,07/01/2025,DE
67046,HP6009,55.0,sneakers,42,15,07/01/2025,DE
67047,HP6009,55.0,sneakers,42 2/3,15,07/01/2025,DE
67048,HP6009,55.0,sneakers,43 1/3,15,07/01/2025,DE
67049,HP6009,55.0,sneakers,44,15,07/01/2025,DE
67050,HP6009,55.0,sneakers,44 2/3,15,07/01/2025,DE
67051,HP6009,55.0,sneakers,45 1/3,15,07/01/2025,DE
67052,HP6009,55.0,sneakers,46,15,07/01/2025,DE
