,id,price,category,size,availability,date,country_code
309945,IG8858,120.0,walking-shoes,39 1/3,0,10/01/2025,DE
309946,IG8858,120.0,walking-shoes,40,0,10/01/2025,DE
309947,IG8858,120.0,walking-shoes,40 2/3,1,10/01/2025,DE
309948,IG8858,120.0,walking-shoes,41 1/3,4,10/01/2025,DE
309949,IG8858,120.0,walking-shoes,42,0,10/01/2025,DE
309950,IG8858,120.0,walking-shoes,42 2/3,2,10/01/2025,DE
309951,IG8858,120.0,walking-shoes,43 1/3,2,10/01/2025,DE
309952,IG8858,120.0,walking-shoes,44,1,10/01/2025,DE
309953,IG8858,120.0,walking-shoes,44 2/3,2,10/01/2025,DE
309954,IG8858,120.0,walking-shoes,45 1/3,3,10/01/2025,DE
309955,IG8858,120.0,walking-shoes,46,4,10/01/2025,DE
309956,IG8858,120.0,walking-shoes,46 2/3,2,10/01/2025,DE
309957,IG8858,120.0,walking-shoes,47 1/3,4,10/01/2025,DE
309958,IG8858,120.0,walking-shoes,48,0,10/01/2025,DE
309959,IG8858,120.0,walking-shoes,49 1/3,0,10/01/2025,DE
309960,IG8858,120.0,walking-shoes,50 2/3,0,10/01/2025,DE
309993,HP8606,90.0,walking-shoes,38 2/3,4,10/01/2025,DE
309994,HP8606,90.0,walking-shoes,39 1/3,2,10/01/2025,DE
309995,HP8606,90.0,walking-shoes,40,14,10/01/2025,DE
309996,HP8606,90.0,walking-shoes,40 2/3,2,10/01/2025,DE
309997,HP8606,90.0,walking-shoes,41 1/3,15,10/01/2025,DE
309998,HP8606,90.0,walking-shoes,42,0,10/01/2025,DE
309999,HP8606,90.0,walking-shoes,42 2/3,0,10/01/2025,DE
310000,HP8606,90.0,walking-shoes,43 1/3,3,10/01/2025,DE
310001,HP8606,90.0,walking-shoes,44,6,10/01/2025,DE
310002,HP8606,90.0,walking-shoes,44 2/3,9,10/01/2025,DE
310003,HP8606,90.0,walking-shoes,45 1/3,5,10/01/2025,DE
310004,HP8606,90.0,walking-shoes,46,15,10/01/2025,DE
310005,HP8606,90.0,walking-shoes,46 2/3,15,10/01/2025,DE
310006,HP8606,90.0,walking-shoes,47 1/3,2,10/01/2025,DE
310007,HP8606,90.0,walking-shoes,48,0,10/01/2025,DE
310008,HP8606,90.0,walking-shoes,49 1/3,0,10/01/2025,DE
310009,HP8606,90.0,walking-shoes,50 2/3,0,10/01/2025,DE
310026,IG8849,150.0,walking-shoes,38 2/3,0,10/01/2025,DE
310027,IG8849,150.0,walking-shoes,39 1/3,0,10/01/2025,DE
310028,IG8849,150.0,walking-shoes,40,1,10/01/2025,DE
310029,IG8849,150.0,walking-shoes,40 2/3,0,10/01/2025,DE
310030,IG8849,150.0,walking-shoes,41 1/3,11,10/01/2025,DE
310031,IG8849,150.0,walking-shoes,42,7,10/01/2025,DE
310032,IG8849,150.0,walking-shoes,42 2/3,5,10/01/2025,DE
310033,IG8849,150.0,walking-shoes,43 1/3,15,10/01/2025,DE
310034,IG8849,150.0,walking-shoes,44,2,10/01/2025,DE
310035,IG8849,150.0,walking-shoes,44 2/3,6,10/01/2025,DE
310036,IG8849,150.0,walking-shoes,45 1/3,2,10/01/2025,DE
310037,IG8849,150.0,walking-shoes,46,2,10/01/2025,DE
310038,IG8849,150.0,walking-shoes,46 2/3,0,10/01/2025,DE
310039,IG8849,150.0,walking-shoes,47 1/3,1,10/01/2025,DE
310040,IG8849,150.0,walking-shoes,48,0,10/01/2025,DE
310041,IG8849,150.0,walking-shoes,49 1/3,1,10/01/2025,DE
310042,IG8849,150.0,walking-shoes,50 2/3,0,10/01/2025,DE
310043,IH0672,190.0,walking-shoes,38 2/3,15,10/01/2025,DE
310044,IH0672,190.0,walking-shoes,39 1/3,15,10/01/2025,DE
310045,IH0672,190.0,walking-shoes,40,15,10/01/2025,DE
310046,IH0672,190.0,walking-shoes,40 2/3,15,10/01/2025,DE
310047,IH0672,190.0,walking-shoes,41 1/3,15,10/01/2025,DE
310048,IH0672,190.0,walking-shoes,42,15,10/01/2025,DE
310049,IH0672,190.0,walking-shoes,42 2/3,14,10/01/2025,DE
310050,IH0672,190.0,walking-shoes,43 1/3,15,10/01/2025,DE
310051,IH0672,190.0,walking-shoes,44,15,10/01/2025,DE
310052,IH0672,190.0,walking-shoes,44 2/3,15,10/01/2025,DE
310053,IH0672,190.0,walking-shoes,45 1/3,15,10/01/2025,DE
310054,IH0672,190.0,walking-shoes,46,15,10/01/2025,DE
310055,IH0672,190.0,walking-shoes,46 2/3,8,10/01/2025,DE
310056,IH0672,190.0,walking-shoes,47 1/3,3,10/01/2025,DE
310057,IH0672,190.0,walking-shoes,48,15,10/01/2025,DE
310058,IH0672,190.0,walking-shoes,49 1/3,4,10/01/2025,DE
310059,IH0672,190.0,walking-shoes,50 2/3,0,10/01/2025,DE
310060,ID3441,170.0,walking-shoes,36,12,10/01/2025,DE
310061,ID3441,170.0,walking-shoes,36 2/3,15,10/01/2025,DE
310062,ID3441,170.0,walking-shoes,37 1/3,9,10/01/2025,DE
310063,ID3441,170.0,walking-shoes,38,4,10/01/2025,DE
310064,ID3441,170.0,walking-shoes,38 2/3,1,10/01/2025,DE
310065,ID3441,170.0,walking-shoes,39 1/3,0,10/01/2025,DE
310066,ID3441,170.0,walking-shoes,40,0,10/01/2025,DE
310067,ID3441,170.0,walking-shoes,40 2/3,4,10/01/2025,DE
310068,ID3441,170.0,walking-shoes,41 1/3,1,10/01/2025,DE
310069,ID3441,170.0,walking-shoes,42,15,10/01/2025,DE
310070,ID3441,170.0,walking-shoes,42 2/3,15,10/01/2025,DE
310071,ID3441,170.0,walking-shoes,43 1/3,0,10/01/2025,DE
310072,ID3441,170.0,walking-shoes,44,0,10/01/2025,DE
310073,ID3441,170.0,walking-shoes,44 2/3,1,10/01/2025,DE
310074,ID3441,170.0,walking-shoes,45 1/3,0,10/01/2025,DE
310075,ID3441,170.0,walking-shoes,46,6,10/01/2025,DE
310076,ID3441,170.0,walking-shoes,46 2/3,7,10/01/2025,DE
310077,ID3441,170.0,walking-shoes,47 1/3,14,10/01/2025,DE
310078,ID3441,170.0,walking-shoes,48,4,10/01/2025,DE
310079,ID3441,170.0,walking-shoes,48 2/3,0,10/01/2025,DE
310080,ID3441,170.0,walking-shoes,49 1/3,0,10/01/2025,DE
310081,ID3441,170.0,walking-shoes,50 2/3,0,10/01/2025,DE
310095,GW9198,80.0,walking-shoes,35 1/2,10,10/01/2025,DE
310096,GW9198,80.0,walking-shoes,36,0,10/01/2025,DE
310097,GW9198,80.0,walking-shoes,36 2/3,0,10/01/2025,DE
310098,GW9198,80.0,walking-shoes,37 1/3,0,10/01/2025,DE
310099,GW9198,80.0,walking-shoes,38,0,10/01/2025,DE
310100,GW9198,80.0,walking-shoes,38 2/3,0,10/01/2025,DE
310101,GW9198,80.0,walking-shoes,39 1/3,12,10/01/2025,DE
310102,GW9198,80.0,walking-shoes,40,15,10/01/2025,DE
310103,GW9198,80.0,walking-shoes,40 2/3,15,10/01/2025,DE
310104,GW9198,80.0,walking-shoes,41 1/3,15,10/01/2025,DE
310105,GW9198,80.0,walking-shoes,42,15,10/01/2025,DE
310106,GW9198,80.0,walking-shoes,42 2/3,15,10/01/2025,DE
310107,GW9198,80.0,walking-shoes,43 1/3,15,10/01/2025,DE
310108,GW9198,80.0,walking-shoes,44,15,10/01/2025,DE
310109,GW9198,80.0,walking-shoes,44 2/3,15,10/01/2025,DE
310110,GW9198,80.0,walking-shoes,45 1/3,15,10/01/2025,DE
310111,GW9198,80.0,walking-shoes,46,15,10/01/2025,DE
310112,GW9198,80.0,walking-shoes,46 2/3,15,10/01/2025,DE
310113,GW9198,80.0,walking-shoes,47 1/3,15,10/01/2025,DE
310114,GW9198,80.0,walking-shoes,48,15,10/01/2025,DE
310115,GW9198,80.0,walking-shoes,49 1/3,12,10/01/2025,DE
310116,IH3664,140.0,walking-shoes,36,0,10/01/2025,DE
310117,IH3664,140.0,walking-shoes,36 2/3,0,10/01/2025,DE
310118,IH3664,140.0,walking-shoes,37 1/3,1,10/01/2025,DE
310119,IH3664,140.0,walking-shoes,38,1,10/01/2025,DE
310120,IH3664,140.0,walking-shoes,38 2/3,0,10/01/2025,DE
310121,IH3664,140.0,walking-shoes,39 1/3,0,10/01/2025,DE
310122,IH3664,140.0,walking-shoes,40,0,10/01/2025,DE
310123,IH3664,140.0,walking-shoes,40 2/3,0,10/01/2025,DE
310124,IH3664,140.0,walking-shoes,41 1/3,2,10/01/2025,DE
310125,IH3664,140.0,walking-shoes,42,0,10/01/2025,DE
310126,IH3664,140.0,walking-shoes,42 2/3,1,10/01/2025,DE
310127,IH3664,140.0,walking-shoes,43 1/3,4,10/01/2025,DE
310128,IH3664,140.0,walking-shoes,44,2,10/01/2025,DE
310129,IH3664,140.0,walking-shoes,44 2/3,0,10/01/2025,DE
310130,IH3664,140.0,walking-shoes,45 1/3,0,10/01/2025,DE
310131,IH3664,140.0,walking-shoes,46,1,10/01/2025,DE
310132,IH3664,140.0,walking-shoes,46 2/3,2,10/01/2025,DE
310133,IH3664,140.0,walking-shoes,47 1/3,0,10/01/2025,DE
310134,IH3664,140.0,walking-shoes,48,0,10/01/2025,DE
310135,IH3664,140.0,walking-shoes,49 1/3,0,10/01/2025,DE
310136,IH3664,140.0,walking-shoes,50 2/3,0,10/01/2025,DE
310152,ID0888,150.0,walking-shoes,38 2/3,0,10/01/2025,DE
310153,ID0888,150.0,walking-shoes,39 1/3,1,10/01/2025,DE
310154,ID0888,150.0,walking-shoes,40,8,10/01/2025,DE
310155,ID0888,150.0,walking-shoes,40 2/3,14,10/01/2025,DE
310156,ID0888,150.0,walking-shoes,41 1/3,10,10/01/2025,DE
310157,ID0888,150.0,walking-shoes,42,3,10/01/2025,DE
310158,ID0888,150.0,walking-shoes,42 2/3,15,10/01/2025,DE
310159,ID0888,150.0,walking-shoes,43 1/3,8,10/01/2025,DE
310160,ID0888,150.0,walking-shoes,44,15,10/01/2025,DE
310161,ID0888,150.0,walking-shoes,44 2/3,15,10/01/2025,DE
310162,ID0888,150.0,walking-shoes,45 1/3,15,10/01/2025,DE
310163,ID0888,150.0,walking-shoes,46,15,10/01/2025,DE
310164,ID0888,150.0,walking-shoes,46 2/3,15,10/01/2025,DE
310165,ID0888,150.0,walking-shoes,47 1/3,13,10/01/2025,DE
310166,ID0888,150.0,walking-shoes,48,9,10/01/2025,DE
310167,ID0888,150.0,walking-shoes,49 1/3,0,10/01/2025,DE
310168,ID0888,150.0,walking-shoes,50 2/3,0,10/01/2025,DE
310169,GY2326,40.0,walking-shoes,28,15,10/01/2025,DE
310170,GY2326,40.0,walking-shoes,28 1/2,15,10/01/2025,DE
310171,GY2326,40.0,walking-shoes,29,15,10/01/2025,DE
310172,GY2326,40.0,walking-shoes,30,15,10/01/2025,DE
310173,GY2326,40.0,walking-shoes,30 1/2,15,10/01/2025,DE
310174,GY2326,40.0,walking-shoes,31,15,10/01/2025,DE
310175,GY2326,40.0,walking-shoes,31 1/2,15,10/01/2025,DE
310176,GY2326,40.0,walking-shoes,32,15,10/01/2025,DE
310177,GY2326,40.0,walking-shoes,33,15,10/01/2025,DE
310178,GY2326,40.0,walking-shoes,33 1/2,15,10/01/2025,DE
310179,GY2326,40.0,walking-shoes,34,15,10/01/2025,DE
310180,GY2326,40.0,walking-shoes,35,15,10/01/2025,DE
310181,GY2326,40.0,walking-shoes,35 1/2,15,10/01/2025,DE
310182,GY2326,40.0,walking-shoes,36,15,10/01/2025,DE
310183,GY2326,40.0,walking-shoes,36 2/3,15,10/01/2025,DE
310184,GY2326,40.0,walking-shoes,37 1/3,15,10/01/2025,DE
310185,GY2326,40.0,walking-shoes,38,15,10/01/2025,DE
310186,GY2326,40.0,walking-shoes,38 2/3,15,10/01/2025,DE
310187,GY2326,40.0,walking-shoes,39 1/3,15,10/01/2025,DE
310188,GY2326,40.0,walking-shoes,40,15,10/01/2025,DE
310189,IE0922,38.0,walking-shoes,28,15,10/01/2025,DE
310190,IE0922,38.0,walking-shoes,28 1/2,15,10/01/2025,DE
310191,IE0922,38.0,walking-shoes,29,15,10/01/2025,DE
310192,IE0922,38.0,walking-shoes,30,15,10/01/2025,DE
310193,IE0922,38.0,walking-shoes,30 1/2,15,10/01/2025,DE
310194,IE0922,38.0,walking-shoes,31,15,10/01/2025,DE
310195,IE0922,38.0,walking-shoes,31 1/2,15,10/01/2025,DE
310196,IE0922,38.0,walking-shoes,32,15,10/01/2025,DE
310197,IE0922,38.0,walking-shoes,33,15,10/01/2025,DE
310198,IE0922,38.0,walking-shoes,33 1/2,15,10/01/2025,DE
310199,IE0922,38.0,walking-shoes,34,15,10/01/2025,DE
310200,IE0922,38.0,walking-shoes,35,15,10/01/2025,DE
310201,IE0922,38.0,walking-shoes,35 1/2,15,10/01/2025,DE
310202,IE0922,38.0,walking-shoes,36,15,10/01/2025,DE
310203,IE0922,38.0,walking-shoes,36 2/3,15,10/01/2025,DE
310204,IE0922,38.0,walking-shoes,37 1/3,15,10/01/2025,DE
310205,IE0922,38.0,walking-shoes,38,15,10/01/2025,DE
310206,IE0922,38.0,walking-shoes,38 2/3,15,10/01/2025,DE
310207,IE0922,38.0,walking-shoes,39 1/3,15,10/01/2025,DE
310208,IE0922,38.0,walking-shoes,40,15,10/01/2025,DE
310209,IF6517,85.0,walking-shoes,28,12,10/01/2025,DE
310210,IF6517,85.0,walking-shoes,28 1/2,2,10/01/2025,DE
310211,IF6517,85.0,walking-shoes,29,4,10/01/2025,DE
310212,IF6517,85.0,walking-shoes,30,10,10/01/2025,DE
310213,IF6517,85.0,walking-shoes,30 1/2,1,10/01/2025,DE
310214,IF6517,85.0,walking-shoes,31,6,10/01/2025,DE
310215,IF6517,85.0,walking-shoes,31 1/2,0,10/01/2025,DE
310216,IF6517,85.0,walking-shoes,32,5,10/01/2025,DE
310217,IF6517,85.0,walking-shoes,33,15,10/01/2025,DE
310218,IF6517,85.0,walking-shoes,33 1/2,13,10/01/2025,DE
310219,IF6517,85.0,walking-shoes,34,15,10/01/2025,DE
310220,IF6517,85.0,walking-shoes,35,15,10/01/2025,DE
310221,IF6517,85.0,walking-shoes,35 1/2,15,10/01/2025,DE
310222,IF6517,85.0,walking-shoes,36,1,10/01/2025,DE
310223,IF6517,85.0,walking-shoes,36 2/3,4,10/01/2025,DE
310224,IF6517,85.0,walking-shoes,37 1/3,1,10/01/2025,DE
310225,IF6517,85.0,walking-shoes,38,0,10/01/2025,DE
310226,IF6517,85.0,walking-shoes,38 2/3,0,10/01/2025,DE
310227,IF6517,85.0,walking-shoes,39 1/3,5,10/01/2025,DE
310228,IF6517,85.0,walking-shoes,40,3,10/01/2025,DE
310229,ID2889,170.0,walking-shoes,36,3,10/01/2025,DE
310230,ID2889,170.0,walking-shoes,36 2/3,4,10/01/2025,DE
310231,ID2889,170.0,walking-shoes,37 1/3,0,10/01/2025,DE
310232,ID2889,170.0,walking-shoes,38,0,10/01/2025,DE
310233,ID2889,170.0,walking-shoes,38 2/3,0,10/01/2025,DE
310234,ID2889,170.0,walking-shoes,39 1/3,0,10/01/2025,DE
310235,ID2889,170.0,walking-shoes,40,0,10/01/2025,DE
310236,ID2889,170.0,walking-shoes,40 2/3,0,10/01/2025,DE
310237,ID2889,170.0,walking-shoes,41 1/3,0,10/01/2025,DE
310238,ID2889,170.0,walking-shoes,42,0,10/01/2025,DE
310239,ID2889,170.0,walking-shoes,42 2/3,0,10/01/2025,DE
310240,ID2889,170.0,walking-shoes,43 1/3,0,10/01/2025,DE
310241,ID2889,170.0,walking-shoes,44,3,10/01/2025,DE
310242,ID2889,170.0,walking-shoes,44 2/3,4,10/01/2025,DE
310243,ID2889,170.0,walking-shoes,45 1/3,3,10/01/2025,DE
310244,ID2889,170.0,walking-shoes,46,7,10/01/2025,DE
310245,ID2889,170.0,walking-shoes,46 2/3,0,10/01/2025,DE
310246,ID2889,170.0,walking-shoes,47 1/3,0,10/01/2025,DE
310247,ID2889,170.0,walking-shoes,48,0,10/01/2025,DE
310248,ID2889,170.0,walking-shoes,48 2/3,0,10/01/2025,DE
310249,ID2889,170.0,walking-shoes,49 1/3,0,10/01/2025,DE
310250,ID2889,170.0,walking-shoes,50 2/3,0,10/01/2025,DE
310251,GW9195,80.0,walking-shoes,35 1/2,1,10/01/2025,DE
310252,GW9195,80.0,walking-shoes,36,0,10/01/2025,DE
310253,GW9195,80.0,walking-shoes,36 2/3,5,10/01/2025,DE
310254,GW9195,80.0,walking-shoes,37 1/3,6,10/01/2025,DE
310255,GW9195,80.0,walking-shoes,38,15,10/01/2025,DE
310256,GW9195,80.0,walking-shoes,38 2/3,0,10/01/2025,DE
310257,GW9195,80.0,walking-shoes,39 1/3,15,10/01/2025,DE
310258,GW9195,80.0,walking-shoes,40,15,10/01/2025,DE
310259,GW9195,80.0,walking-shoes,40 2/3,15,10/01/2025,DE
310260,GW9195,80.0,walking-shoes,41 1/3,15,10/01/2025,DE
310261,GW9195,80.0,walking-shoes,42,15,10/01/2025,DE
310262,GW9195,80.0,walking-shoes,42 2/3,15,10/01/2025,DE
310263,GW9195,80.0,walking-shoes,43 1/3,15,10/01/2025,DE
310264,GW9195,80.0,walking-shoes,44,15,10/01/2025,DE
310265,GW9195,80.0,walking-shoes,44 2/3,15,10/01/2025,DE
310266,GW9195,80.0,walking-shoes,45 1/3,15,10/01/2025,DE
310267,GW9195,80.0,walking-shoes,46,15,10/01/2025,DE
310268,GW9195,80.0,walking-shoes,46 2/3,15,10/01/2025,DE
310269,GW9195,80.0,walking-shoes,47 1/3,15,10/01/2025,DE
310270,GW9195,80.0,walking-shoes,48,15,10/01/2025,DE
310271,GW9195,80.0,walking-shoes,49 1/3,0,10/01/2025,DE
310272,IH5539,250.0,walking-shoes,36,8,10/01/2025,DE
310273,IH5539,250.0,walking-shoes,36 2/3,1,10/01/2025,DE
310274,IH5539,250.0,walking-shoes,37 1/3,2,10/01/2025,DE
310275,IH5539,250.0,walking-shoes,38,5,10/01/2025,DE
310276,IH5539,250.0,walking-shoes,38 2/3,2,10/01/2025,DE
310277,IH5539,250.0,walking-shoes,39 1/3,3,10/01/2025,DE
310278,IH5539,250.0,walking-shoes,40,1,10/01/2025,DE
310279,IH5539,250.0,walking-shoes,40 2/3,1,10/01/2025,DE
310280,IH5539,250.0,walking-shoes,41 1/3,0,10/01/2025,DE
310281,IH5539,250.0,walking-shoes,42,0,10/01/2025,DE
310282,IH5539,250.0,walking-shoes,42 2/3,0,10/01/2025,DE
310283,IH5539,250.0,walking-shoes,43 1/3,0,10/01/2025,DE
310284,IH5539,250.0,walking-shoes,44,0,10/01/2025,DE
310285,IH3526,220.0,walking-shoes,38 2/3,15,10/01/2025,DE
310286,IH3526,220.0,walking-shoes,39 1/3,15,10/01/2025,DE
310287,IH3526,220.0,walking-shoes,40,15,10/01/2025,DE
310288,IH3526,220.0,walking-shoes,40 2/3,15,10/01/2025,DE
310289,IH3526,220.0,walking-shoes,41 1/3,15,10/01/2025,DE
310290,IH3526,220.0,walking-shoes,42,15,10/01/2025,DE
310291,IH3526,220.0,walking-shoes,42 2/3,15,10/01/2025,DE
310292,IH3526,220.0,walking-shoes,43 1/3,15,10/01/2025,DE
310293,IH3526,220.0,walking-shoes,44,15,10/01/2025,DE
310294,IH3526,220.0,walking-shoes,44 2/3,15,10/01/2025,DE
310295,IH3526,220.0,walking-shoes,45 1/3,15,10/01/2025,DE
310296,IH3526,220.0,walking-shoes,46,15,10/01/2025,DE
310297,IH3526,220.0,walking-shoes,46 2/3,15,10/01/2025,DE
310298,IH3526,220.0,walking-shoes,47 1/3,15,10/01/2025,DE
310299,IH3526,220.0,walking-shoes,48,8,10/01/2025,DE
310300,IH3526,220.0,walking-shoes,49 1/3,12,10/01/2025,DE
310301,IH3526,220.0,walking-shoes,50 2/3,0,10/01/2025,DE
310317,IF7316,90.0,walking-shoes,39 1/3,13,10/01/2025,DE
310318,IF7316,90.0,walking-shoes,40,15,10/01/2025,DE
310319,IF7316,90.0,walking-shoes,40 2/3,15,10/01/2025,DE
310320,IF7316,90.0,walking-shoes,41 1/3,15,10/01/2025,DE
310321,IF7316,90.0,walking-shoes,42,15,10/01/2025,DE
310322,IF7316,90.0,walking-shoes,42 2/3,15,10/01/2025,DE
310323,IF7316,90.0,walking-shoes,43 1/3,15,10/01/2025,DE
310324,IF7316,90.0,walking-shoes,44,15,10/01/2025,DE
310325,IF7316,90.0,walking-shoes,44 2/3,15,10/01/2025,DE
310326,IF7316,90.0,walking-shoes,45 1/3,15,10/01/2025,DE
310327,IF7316,90.0,walking-shoes,46,15,10/01/2025,DE
310328,IF7316,90.0,walking-shoes,46 2/3,8,10/01/2025,DE
310329,IF7316,90.0,walking-shoes,47 1/3,2,10/01/2025,DE
310330,IF7316,90.0,walking-shoes,48,0,10/01/2025,DE
310331,IF7316,90.0,walking-shoes,49 1/3,0,10/01/2025,DE
310332,GW1981,38.0,walking-shoes,28,15,10/01/2025,DE
310333,GW1981,38.0,walking-shoes,28 1/2,15,10/01/2025,DE
310334,GW1981,38.0,walking-shoes,29,15,10/01/2025,DE
310335,GW1981,38.0,walking-shoes,30,15,10/01/2025,DE
310336,GW1981,38.0,walking-shoes,30 1/2,15,10/01/2025,DE
310337,GW1981,38.0,walking-shoes,31,15,10/01/2025,DE
310338,GW1981,38.0,walking-shoes,31 1/2,15,10/01/2025,DE
310339,GW1981,38.0,walking-shoes,32,15,10/01/2025,DE
310340,GW1981,38.0,walking-shoes,33,15,10/01/2025,DE
310341,GW1981,38.0,walking-shoes,33 1/2,15,10/01/2025,DE
310342,GW1981,38.0,walking-shoes,34,15,10/01/2025,DE
310343,GW1981,38.0,walking-shoes,35,15,10/01/2025,DE
310344,GW1981,38.0,walking-shoes,35 1/2,15,10/01/2025,DE
310345,GW1981,38.0,walking-shoes,36,15,10/01/2025,DE
310346,GW1981,38.0,walking-shoes,36 2/3,15,10/01/2025,DE
310347,GW1981,38.0,walking-shoes,37 1/3,15,10/01/2025,DE
310348,GW1981,38.0,walking-shoes,38,15,10/01/2025,DE
310349,GW1981,38.0,walking-shoes,38 2/3,15,10/01/2025,DE
310350,GW1981,38.0,walking-shoes,39 1/3,15,10/01/2025,DE
310351,GW1981,38.0,walking-shoes,40,15,10/01/2025,DE
310367,IH3524,220.0,walking-shoes,38 2/3,0,10/01/2025,DE
310368,IH3524,220.0,walking-shoes,39 1/3,1,10/01/2025,DE
310369,IH3524,220.0,walking-shoes,40,0,10/01/2025,DE
310370,IH3524,220.0,walking-shoes,40 2/3,0,10/01/2025,DE
310371,IH3524,220.0,walking-shoes,41 1/3,1,10/01/2025,DE
310372,IH3524,220.0,walking-shoes,42,0,10/01/2025,DE
310373,IH3524,220.0,walking-shoes,42 2/3,2,10/01/2025,DE
310374,IH3524,220.0,walking-shoes,43 1/3,13,10/01/2025,DE
310375,IH3524,220.0,walking-shoes,44,0,10/01/2025,DE
310376,IH3524,220.0,walking-shoes,44 2/3,0,10/01/2025,DE
310377,IH3524,220.0,walking-shoes,45 1/3,0,10/01/2025,DE
310378,IH3524,220.0,walking-shoes,46,0,10/01/2025,DE
310379,IH3524,220.0,walking-shoes,46 2/3,1,10/01/2025,DE
310380,IH3524,220.0,walking-shoes,47 1/3,0,10/01/2025,DE
310381,IH3524,220.0,walking-shoes,48,0,10/01/2025,DE
310382,IH3524,220.0,walking-shoes,49 1/3,0,10/01/2025,DE
310383,IH3524,220.0,walking-shoes,50 2/3,0,10/01/2025,DE
310412,HP8602,100.0,walking-shoes,38 2/3,0,10/01/2025,DE
310413,HP8602,100.0,walking-shoes,39 1/3,1,10/01/2025,DE
310414,HP8602,100.0,walking-shoes,40,3,10/01/2025,DE
310415,HP8602,100.0,walking-shoes,40 2/3,1,10/01/2025,DE
310416,HP8602,100.0,walking-shoes,41 1/3,5,10/01/2025,DE
310417,HP8602,100.0,walking-shoes,42,0,10/01/2025,DE
310418,HP8602,100.0,walking-shoes,42 2/3,0,10/01/2025,DE
310419,HP8602,100.0,walking-shoes,43 1/3,0,10/01/2025,DE
310420,HP8602,100.0,walking-shoes,44,0,10/01/2025,DE
310421,HP8602,100.0,walking-shoes,44 2/3,0,10/01/2025,DE
310422,HP8602,100.0,walking-shoes,45 1/3,0,10/01/2025,DE
310423,HP8602,100.0,walking-shoes,46,1,10/01/2025,DE
310424,HP8602,100.0,walking-shoes,46 2/3,15,10/01/2025,DE
310425,HP8602,100.0,walking-shoes,47 1/3,0,10/01/2025,DE
310426,HP8602,100.0,walking-shoes,48,15,10/01/2025,DE
310427,HP8602,100.0,walking-shoes,49 1/3,0,10/01/2025,DE
310428,HP8602,100.0,walking-shoes,50 2/3,15,10/01/2025,DE
310429,GW9196,80.0,walking-shoes,35 1/2,1,10/01/2025,DE
310430,GW9196,80.0,walking-shoes,36,0,10/01/2025,DE
310431,GW9196,80.0,walking-shoes,36 2/3,1,10/01/2025,DE
310432,GW9196,80.0,walking-shoes,37 1/3,1,10/01/2025,DE
310433,GW9196,80.0,walking-shoes,38,1,10/01/2025,DE
310434,GW9196,80.0,walking-shoes,38 2/3,0,10/01/2025,DE
310435,GW9196,80.0,walking-shoes,39 1/3,15,10/01/2025,DE
310436,GW9196,80.0,walking-shoes,40,15,10/01/2025,DE
310437,GW9196,80.0,walking-shoes,40 2/3,15,10/01/2025,DE
310438,GW9196,80.0,walking-shoes,41 1/3,15,10/01/2025,DE
310439,GW9196,80.0,walking-shoes,42,15,10/01/2025,DE
310440,GW9196,80.0,walking-shoes,42 2/3,15,10/01/2025,DE
310441,GW9196,80.0,walking-shoes,43 1/3,15,10/01/2025,DE
310442,GW9196,80.0,walking-shoes,44,15,10/01/2025,DE
310443,GW9196,80.0,walking-shoes,44 2/3,15,10/01/2025,DE
310444,GW9196,80.0,walking-shoes,45 1/3,15,10/01/2025,DE
310445,GW9196,80.0,walking-shoes,46,15,10/01/2025,DE
310446,GW9196,80.0,walking-shoes,46 2/3,15,10/01/2025,DE
310447,GW9196,80.0,walking-shoes,47 1/3,15,10/01/2025,DE
310448,GW9196,80.0,walking-shoes,48,15,10/01/2025,DE
310449,GW9196,80.0,walking-shoes,49 1/3,0,10/01/2025,DE
310450,ID3473,100.0,walking-shoes,36,0,10/01/2025,DE
310451,ID3473,100.0,walking-shoes,36 2/3,1,10/01/2025,DE
310452,ID3473,100.0,walking-shoes,37 1/3,15,10/01/2025,DE
310453,ID3473,100.0,walking-shoes,38,0,10/01/2025,DE
310454,ID3473,100.0,walking-shoes,38 2/3,2,10/01/2025,DE
310455,ID3473,100.0,walking-shoes,39 1/3,15,10/01/2025,DE
310456,ID3473,100.0,walking-shoes,40,15,10/01/2025,DE
310457,ID3473,100.0,walking-shoes,40 2/3,12,10/01/2025,DE
310458,ID3473,100.0,walking-shoes,41 1/3,15,10/01/2025,DE
310459,ID3473,100.0,walking-shoes,42,11,10/01/2025,DE
310460,ID3473,100.0,walking-shoes,42 2/3,7,10/01/2025,DE
310461,ID3473,100.0,walking-shoes,43 1/3,2,10/01/2025,DE
310462,ID3473,100.0,walking-shoes,44,1,10/01/2025,DE
310463,IG7323,80.0,walking-shoes,39 1/3,0,10/01/2025,DE
310464,IG7323,80.0,walking-shoes,40,0,10/01/2025,DE
310465,IG7323,80.0,walking-shoes,40 2/3,1,10/01/2025,DE
310466,IG7323,80.0,walking-shoes,41 1/3,10,10/01/2025,DE
310467,IG7323,80.0,walking-shoes,42,7,10/01/2025,DE
310468,IG7323,80.0,walking-shoes,42 2/3,4,10/01/2025,DE
310469,IG7323,80.0,walking-shoes,43 1/3,10,10/01/2025,DE
310470,IG7323,80.0,walking-shoes,44,15,10/01/2025,DE
310471,IG7323,80.0,walking-shoes,44 2/3,12,10/01/2025,DE
